Drug Name,SMILES,molecular_weight,logP,pKa,solubility,permeability,plasma_protein_binding,fm_in_vitro,fu_in_vitro,Clearance,CYP450_Enzyme
filgotinib,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,425.5107,,,,,0.57,,,,
aliskiren,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,551.7637,,,,0.2,0.495,,,,CYP450_3a4_substrate
vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,264.32,,,,,0.7120000000000001,,,3.5500000000000003,
teriparatide,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC5=CNC=N5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N,4117.8,18.7,,,,,,,62.0,
anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,293.372,,,,,0.4,,,,CYP450_3a4_substrate
cilazaprilat,C1C[C@@H](C(=O)N2[C@@H](CCCN2C1)C(=O)O)N[C@@H](CCC3=CC=CC=C3)C(=O)O,389.449,,,,,,,,12.3,
velpatasvir,C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC,883.0136,,,,,0.995,,,39214.5,CYP450_3a4_substrate
benznidazole,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],260.2518,,,,,0.52,,,,
netupitant and palonosetron,C/C=C(/C=C)\C1=CC(=NC=C1N(C)C(=O)C(C)(C)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)N3CCN(CC3)C.C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,578.61,,,,,0.995,,,14.75,CYP450_3a4_substrate
setrobuvir,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C([C@@H]4[C@H]5CC[C@H](C5)[C@@H]4N(C3=O)CC6=CC=C(C=C6)F)O,560.6245,,,,,0.99,,,0.688,
midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,325.773,2.5,5.5,,42.0,0.97,,,4.2,CYP450_3a4_substrate
glipizide,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,445.541,,5.9,,,0.9840000000000001,,,0.35,
medigoxin (beta-methyldigoxin),C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC,794.9694,,,,,,,,4.0,
elbasvir and grazoprevir,CC(C)[C@@H](C(=O)N1CCC[C@@H]1C2N=CC(=N2)C3=CC4=C(C=C3)C5=CC6=C(N5[C@@H](O4)C7=CC=CC=C7)C=CC(=C6)C8=CN=C(N8)[C@@H]9CCCN9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC.CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCC[C@@H]7C[C@H]7OC(=O)N1,766.9,,,0.001,,,,,,CYP450_3a4_substrate
brivaracetam,CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N,212.291,,,,,0.2,0.564,,0.817,CYP450_3a4_substrate
fesoterodine,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,411.5823,,,,,0.5,,,,CYP450_3a4_substrate
levofloxacin,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,361.371,,,,,0.31,,,1.485,
carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,236.273,,,,,0.385,,,0.9,CYP450_3a4_substrate
levonorgestrel,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,312.4,,,,,0.955,,,,
atazanavir,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,704.864,,4.7,5.2,5.3,0.86,,,142.0,CYP450_3a4_substrate
lorlatinib,C[C@@H]1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,406.41,2.45,,0.17,,0.66,,,11.0,CYP450_3a4_substrate
oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,357.491,,,,,,,,5.199999999999999,CYP450_3a4_substrate
prucalopride,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,367.8744,,,,,0.289,,,317.0,CYP450_3a4_substrate
(R)-acenocoumarol,CC(=O)C[C@H](C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,353.328,,,,,,,,0.915,
AMG 487,CCOC1=CC=C(C=C1)N2C(=O)C3=C(N=CC=C3)N=C2[C@@H](C)N(CC4=CN=CC=C4)C(=O)CC5=CC=C(C=C5)OC(F)(F)F,,,,,,,,,219.5,
fluphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,437.527,,,,,0.97,,,8.5,
olmesartan,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,558.59,,,,,0.99,,,,
azelastine,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,381.905,,,,,0.83,,,0.365,
ceftaroline,CCO/N=C(/C1=NSC(=N1)NP(=O)(O)O)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-],684.6939,,,,,,,,5.5,
peramivir,CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C,382.45,,,,,0.18,,,6.78,CYP450_3a4_inhibitor
esketamine,CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl,237.728,,,,,0.43,0.637,,89.0,
rivaroxaban,C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,435.8862,,13.4,7000.0,,0.935,0.18,,10.0,CYP450_3a4_substrate
iomeprol,CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,777.09,,,,,0.0,,,0.055,
azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,748.989,,8.1,100.0,,0.07,,,630.0,
desirudin,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H]2C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)[C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC7=CN=CN7)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC8=CC=CC=C8)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N9CCC[C@H]9C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C,6963.48,,,,,0.3,,,2.2,
zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,305.34,1.3,,,,0.375,0.55,,9.5,CYP450_3a4_substrate
triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,253.268,,,,,0.315,,,41.5,
rifampin,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,822.947,,,0.1,12.0,0.75,,,2.55,
eritoran,CCCCCCCCCCCC(=O)CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC)OP(=O)(O)O)OCC[C@@H](CCCCCCC)OC)NC(=O)CCCCCCCCC/C=C\CCCCCC)O)OCCCCCCCCCC,1313.6644,,,,,,,,0.0293,
dalbavancin,CC(C)CCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)NC(C7=C(C(=CC(=C7)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=C(C(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)N[C@H](CC2=CC=C(O3)C=C2)C(=O)N1)NC)O)O)Cl)O)C(=O)NCCCN(C)C)O)Cl)C(=O)O)O)O,1816.71,,,,,0.9259999999999999,,,0.0466,
axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,386.4772,3.5,4.8,1841.0,13.8,,,,21.0,CYP450_3a4_substrate
doxifluridine (5'-dFUrd),C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,246.19,,,,,,,,836.9,
nafithromycin,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)[C@@H](C(=O)O2)/C(=N/O[C@@H](C)C4=NN=C(S4)C5=CC=CC=N5)/N)C,859.0488,,,,,0.419,,,53.9,
rucaparib,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,323.3692,,,1.7,,0.7,,,47.25,CYP450_3a4_substrate
N-desmethylimatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCNCC3)NC4=NC=CC(=N4)C5=CN=CC=C5,479.6,,,,,0.95,,,,
tapentadol,CC[C@@H](C1=CC(=CC=C1)O)[C@@H](C)CN(C)C,221.34,2.87,9.34,100.0,,0.2,,,853.5,CYP450_3a4_inhibitor
zomepirac,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,291.7326,,,,,,,,3.14,
galantamine,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,287.357,,,,,0.18,,,,CYP450_3a4_substrate
erythromycylamine,CC[C@@H]1[C@@]([C@@H]([C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)N)C)O)(C)O,,,,,,0.225,,,,
ambrisentan,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,378.42,,,,,0.986,,,38.0,CYP450_3a4_substrate
deferiprone,CC1=C(C(=O)C=CN1C)O,139.15,0.098,1.0,1.0,,0.2,,,31.3,
clofibric acid,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,214.6469,,,,,0.49050000000000005,,,,
sertindole,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,440.947,,,,,,,,6.5,CYP450_3a4_substrate
oxycodone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,315.367,0.7,8.53,1.0,,0.45,,,12.3,CYP450_3a4_substrate
vilaprisan,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C(C(F)(F)F)(F)F)O)C5=CC=C(C=C5)S(=O)(=O)C,544.5781,,,0.001,,,,,15.1,
nafcillin,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,414.4798,2.9,,,,0.457,,,363.935,
pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,597.49,,,,,0.81,,,91.8,
DNDI-VL-2098,C[C@@]1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)OC(F)(F)F,,,,,,0.9590000000000001,,,,
carfilzomib,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,719.9183,,,0.001,,0.97,,,207.0,CYP450_3a4_inhibitor
rolapitant,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)C4=CC=CC=C4,500.48,,,,,0.998,,,0.96,CYP450_3a4_substrate
enoxacin,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,320.3223,,,,,,,,11.625,
erythromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,733.93,,,1.0,,0.435,,,6.6,CYP450_3a4_substrate
diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,296.152,,,,,0.995,,,2.5500000000000003,
terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,387.438,,,,,0.92,,,1.15,
cefsulodin,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)S(=O)(=O)O)C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N,532.552,,,,,,,,81.5,
zomepirac,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,291.7326,,,,,,,,3.14,
isradipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,371.391,,,,,0.97,,,5.5,
metioprim,COC1=CC(=CC(=C1SC)OC)CC2=CN=C(N=C2N)N,306.3882,,,,,,,,78.3,
pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,248.32,,,,,0.4,,,,
amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,645.31,,,,,0.49995000000000006,,,1.15,
felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,384.257,3.9,5.07,,,0.499,,,0.8,CYP450_3a4_substrate
cefuroxime,CO/N=C(/C1=CC=CO1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,424.388,,,,,0.195,,,0.94,
alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,308.771,,,,,,,,0.44,CYP450_3a4_substrate
mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,378.31,,,,,0.982,,,0.28500000000000003,
imipenem,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,299.3493,,,,,0.2,,,1.5999999999999999,
mezlocillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,539.5875,,,,,,,,19.9,
bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,364.42,,,,,0.97,,,136.5,
alprenolol,CC(C)NCC(COC1=CC=CC=C1CC=C)O,249.352,,,,,0.85,,,,
tenoxicam,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,337.3789,1.9,2.21,14100.0,,,,,2.745,
methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.45,117.0,9.2,,,0.875,,,63.7,CYP450_3a4_substrate
sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,398.3976,2.5,3.23,,,0.993,,,0.24,
propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,368.494,,,,,,,,79.2,
chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,319.877,,,,,,,,8.35,
spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,416.579,,,,,0.9,,,93.0,
temocillin,CC1([C@@H](N2[C@H](S1)[C@@](C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,414.4572,,,,,0.85,,,29.0,
pentazocine,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,285.4283,3.31,8.5,,,0.63,,,741.0,
cephalexin,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,347.393,,,,,0.085,,,2.7,
nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,331.463,,,,,0.35,,,50.0,
sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,,0.54,1.0,1050000.0,,0.985,,,,
cefotetan,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,575.6263,,,,,0.88,,,1.8,
piperacillin,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,517.56,,,,,0.3,,,14.4,
sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,,2.3,3.25,1.0,,0.494,,,,
flucloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,453.8763,,,,,0.95,,,67.5,
chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,,,,,,0.483,,,0.017499999999999998,
bufuralol,CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,261.363,,,,,0.9,,,26.0,
dibekacin,C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N)N)N,451.5173,,,,,,,,58.45,
carbidopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,226.23,,,,,,,,12.5,
dapsone,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,248.305,,,,,0.37,,,0.385,
flupentixol,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,434.523,,,,5.7,0.9840000000000001,,,,
amodiaquine,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,355.867,,,,,,,,35.9,
capreomycin,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCNC(=N2)N)CNC(=O)C[C@H](CCCN)N.C1CNC(=N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N,651.7057,,,,,,,,3.6350000000000002,
gestodene,CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,,,,,,0.943,,,,
prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.406,,,,,0.48,,,1.65,
amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,277.409,,,,,0.478,,,7.45,CYP450_3a4_substrate
(R)-propranolol (dexpropranolol),CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,259.3469,,,,,,,,2470.5,
procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,235.329,,,,,0.105,,,2.7,
carumonam,C1=C(N=C(S1)N)/C(=N/OCC(=O)O)/C(=O)N[C@H]2[C@H](N(C2=O)S(=O)(=O)O)COC(=O)N,466.4066,,,,,0.18,,,58.050000000000004,
methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,233.309,,,,,0.155,,,4.335,
esmolol,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,295.37,,,,,0.55,,,120.0,
piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.3,,,,,0.99,,,1.25,CYP450_3a4_substrate
etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,588.559,,,,,0.48200000000000004,,,2.505,CYP450_3a4_substrate
quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O,438.521,,,,,0.97,,,0.6,
chlormethiazole,CC1=C(SC=N1)CCCl,161.6552,,,,,0.692,,,185.85000000000002,
ampicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,371.39,,,100.0,,0.28,,,156.9,
codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,299.368,,,,,0.07,,,6.5,CYP450_3a4_substrate
ethanol,CCO,46.07,,,,,,,,67.0,
aztreonam,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N,435.44,,,,,0.56,,,91.0,
glipizide,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,445.541,,5.9,,,0.9840000000000001,,,0.35,
trimipramine,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,294.4394,,,0.1,,0.91,,,,
norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,319.334,1.03,6.34,0.1,,0.125,,,,
diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.7447,,,,,0.49450000000000005,0.257,,0.22,CYP450_3a4_substrate
isotretinoin (13-cis-retinoic acid),CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,300.44,,,,,0.99,,,6.0,
