	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
1469	0.6961	False	0.7646	True	0.8985	False	0.68	Non-substrate	0.9716	Non-inhibitor	0.9632	Non-inhibitor	0.9625	Non-inhibitor	0.8608	Non-substrate	0.894	Non-substrate	0.7329	Non-substrate	0.9467	Non-inhibitor	0.961	Non-inhibitor	0.9488	Non-inhibitor	0.9639	Non-inhibitor	0.8948	Non-inhibitor	0.991	Low CYP Inhibitory Promiscuity	0.8878	Non AMES toxic	0.8382	Non-carcinogens	0.9301	Ready biodegradable	0.9889	Weak inhibitor	0.964	Non-inhibitor	DB01727
1470	0.5521	False	0.7335	True	0.6391	False	0.5946	Substrate	0.7401	Non-inhibitor	0.8654	Non-inhibitor	0.9128	Non-inhibitor	0.9082	Non-substrate	0.792	Non-substrate	0.6088	Non-substrate	0.7956	Non-inhibitor	0.863	Non-inhibitor	0.8755	Non-inhibitor	0.7591	Non-inhibitor	0.6792	Non-inhibitor	0.947	Low CYP Inhibitory Promiscuity	0.7619	Non AMES toxic	0.6597	Non-carcinogens	0.6926	Not ready biodegradable	0.8748	Weak inhibitor	0.6491	Non-inhibitor	DB01728
1471	0.8832	False	0.8479	True	0.7234	False	0.7441	Non-substrate	0.8584	Non-inhibitor	0.9895	Non-inhibitor	0.9412	Non-inhibitor	0.8138	Non-substrate	0.8465	Non-substrate	0.6386	Non-substrate	0.9175	Non-inhibitor	0.912	Non-inhibitor	0.9193	Non-inhibitor	0.9051	Non-inhibitor	0.9633	Non-inhibitor	0.9736	Low CYP Inhibitory Promiscuity	0.8541	Non AMES toxic	0.7577	Non-carcinogens	0.7532	Not ready biodegradable	0.9094	Weak inhibitor	0.9157	Non-inhibitor	DB01729
1472	0.9974	True	0.953	True	0.6093	True	0.5866	Substrate	0.7829	Non-inhibitor	0.8777	Inhibitor	0.5071	Non-inhibitor	0.8086	Non-substrate	0.6726	Non-substrate	0.6177	Substrate	0.5801	Inhibitor	0.5694	Non-inhibitor	0.7966	Inhibitor	0.5473	Inhibitor	0.7933	Inhibitor	0.7727	High CYP Inhibitory Promiscuity	0.6672	Non AMES toxic	0.8513	Non-carcinogens	0.9966	Not ready biodegradable	0.9108	Weak inhibitor	0.7007	Inhibitor	DB01731
1473	0.7414	True	0.5913	True	0.5345	False	0.6827	Substrate	0.6487	Non-inhibitor	0.6518	Non-inhibitor	0.6593	Non-inhibitor	0.7536	Non-substrate	0.8327	Non-substrate	0.5604	Non-substrate	0.8367	Non-inhibitor	0.7782	Non-inhibitor	0.8732	Non-inhibitor	0.7405	Non-inhibitor	0.586	Non-inhibitor	0.7849	Low CYP Inhibitory Promiscuity	0.603	Non AMES toxic	0.9202	Non-carcinogens	0.9794	Not ready biodegradable	0.905	Weak inhibitor	0.5741	Inhibitor	DB01732
1474	0.7926	False	0.9549	True	0.8304	False	0.7642	Non-substrate	0.9251	Non-inhibitor	0.9383	Non-inhibitor	0.9585	Non-inhibitor	0.7662	Non-substrate	0.869	Non-substrate	0.6703	Non-substrate	0.94	Non-inhibitor	0.9069	Non-inhibitor	0.9364	Non-inhibitor	0.9121	Non-inhibitor	0.9741	Non-inhibitor	0.987	Low CYP Inhibitory Promiscuity	0.8815	Non AMES toxic	0.5392	Carcinogens 	0.5899	Not ready biodegradable	0.976	Weak inhibitor	0.933	Non-inhibitor	DB01733
1475	0.5351	True	0.5815	True	0.6132	False	0.7468	Non-substrate	0.912	Non-inhibitor	0.8938	Non-inhibitor	0.9748	Non-inhibitor	0.7343	Non-substrate	0.8814	Non-substrate	0.6496	Non-substrate	0.5658	Inhibitor	0.828	Non-inhibitor	0.9161	Non-inhibitor	0.8156	Non-inhibitor	0.968	Non-inhibitor	0.9304	Low CYP Inhibitory Promiscuity	0.7745	Non AMES toxic	0.8553	Non-carcinogens	0.7119	Not ready biodegradable	0.9959	Weak inhibitor	0.8772	Non-inhibitor	DB01734
1476	0.9814	True	0.9534	True	0.6251	True	0.8959	Non-substrate	0.9845	Non-inhibitor	0.985	Non-inhibitor	0.9041	Non-inhibitor	0.7781	Non-substrate	0.7957	Non-substrate	0.7132	Non-substrate	0.6283	Non-inhibitor	0.9447	Non-inhibitor	0.9036	Non-inhibitor	0.8852	Non-inhibitor	0.9525	Non-inhibitor	0.9661	Low CYP Inhibitory Promiscuity	0.5673	Non AMES toxic	0.5052	Carcinogens 	0.8927	Ready biodegradable	0.9566	Weak inhibitor	0.9851	Non-inhibitor	DB01735
1477	0.6314	True	0.9716	True	0.5607	False	0.5486	Substrate	0.7762	Non-inhibitor	0.8579	Non-inhibitor	0.8698	Non-inhibitor	0.8645	Non-substrate	0.7503	Non-substrate	0.5295	Substrate	0.7954	Non-inhibitor	0.8582	Non-inhibitor	0.832	Non-inhibitor	0.773	Non-inhibitor	0.8784	Non-inhibitor	0.9876	Low CYP Inhibitory Promiscuity	0.7081	Non AMES toxic	0.6628	Carcinogens 	0.8888	Ready biodegradable	0.9779	Weak inhibitor	0.5787	Non-inhibitor	DB01736
1478	0.7925	True	0.6527	True	0.6944	False	0.5305	Substrate	0.8244	Non-inhibitor	0.8745	Non-inhibitor	0.8348	Non-inhibitor	0.6362	Non-substrate	0.819	Non-substrate	0.6031	Non-substrate	0.885	Non-inhibitor	0.6659	Non-inhibitor	0.9048	Non-inhibitor	0.5872	Non-inhibitor	0.6538	Non-inhibitor	0.7455	Low CYP Inhibitory Promiscuity	0.6495	Non AMES toxic	0.6726	Non-carcinogens	0.9937	Not ready biodegradable	0.9931	Weak inhibitor	0.8471	Non-inhibitor	DB01737
1479	0.8929	False	0.7352	True	0.6239	False	0.7014	Non-substrate	0.896	Non-inhibitor	0.9627	Non-inhibitor	0.8457	Non-inhibitor	0.8409	Non-substrate	0.7827	Non-substrate	0.6964	Non-substrate	0.8481	Non-inhibitor	0.9186	Non-inhibitor	0.9447	Non-inhibitor	0.9092	Non-inhibitor	0.8276	Non-inhibitor	0.9621	Low CYP Inhibitory Promiscuity	0.6669	Non AMES toxic	0.7269	Non-carcinogens	0.5387	Not ready biodegradable	0.7061	Weak inhibitor	0.8376	Non-inhibitor	DB01738
1480	0.9677	True	0.78	True	0.7966	False	0.7385	Non-substrate	0.9825	Non-inhibitor	0.9739	Non-inhibitor	0.9696	Non-inhibitor	0.8513	Non-substrate	0.8372	Non-substrate	0.7827	Non-substrate	0.8536	Non-inhibitor	0.8762	Non-inhibitor	0.9	Non-inhibitor	0.9386	Non-inhibitor	0.9155	Non-inhibitor	0.97	Low CYP Inhibitory Promiscuity	0.903	Non AMES toxic	0.632	Non-carcinogens	0.5166	Ready biodegradable	0.9921	Weak inhibitor	0.9735	Non-inhibitor	DB01739
1481	0.994	True	0.9785	True	0.5	True	0.5924	Non-substrate	0.8796	Non-inhibitor	0.8577	Non-inhibitor	0.7193	Non-inhibitor	0.8474	Non-substrate	0.8256	Non-substrate	0.716	Non-substrate	0.5713	Inhibitor	0.7499	Non-inhibitor	0.7515	Non-inhibitor	0.6768	Non-inhibitor	0.9036	Non-inhibitor	0.5937	Low CYP Inhibitory Promiscuity	0.5505	Non AMES toxic	0.8807	Non-carcinogens	0.9157	Not ready biodegradable	0.7638	Weak inhibitor	0.8872	Non-inhibitor	DB01740
1482	0.8247	True	0.8929	True	0.6335	False	0.5506	Non-substrate	0.9235	Non-inhibitor	0.9087	Non-inhibitor	0.7901	Non-inhibitor	0.837	Non-substrate	0.8221	Non-substrate	0.6722	Non-substrate	0.5808	Inhibitor	0.6415	Non-inhibitor	0.7849	Non-inhibitor	0.6099	Non-inhibitor	0.8771	Non-inhibitor	0.7045	Low CYP Inhibitory Promiscuity	0.6439	Non AMES toxic	0.8437	Non-carcinogens	1.0	Not ready biodegradable	0.9806	Weak inhibitor	0.8674	Non-inhibitor	DB01741
1483	0.985	True	0.9952	True	0.7615	True	0.5462	Substrate	0.838	Non-inhibitor	0.9869	Non-inhibitor	0.5225	Inhibitor	0.8587	Non-substrate	0.5	Non-substrate	0.5274	Substrate	0.6936	Non-inhibitor	0.8794	Non-inhibitor	0.9101	Non-inhibitor	0.6179	Non-inhibitor	0.9792	Non-inhibitor	0.9637	Low CYP Inhibitory Promiscuity	0.8466	Non AMES toxic	0.9257	Non-carcinogens	0.7837	Ready biodegradable	0.9068	Weak inhibitor	0.8531	Non-inhibitor	DB01742
1484	0.9971	True	0.9836	True	0.8084	True	0.5868	Non-substrate	0.639	Non-inhibitor	0.9104	Non-inhibitor	0.8103	Non-inhibitor	0.823	Non-substrate	0.8379	Non-substrate	0.6692	Substrate	0.8876	Non-inhibitor	0.9088	Non-inhibitor	0.9696	Non-inhibitor	0.9313	Non-inhibitor	0.9583	Non-inhibitor	0.978	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8235	Non-carcinogens	0.6872	Not ready biodegradable	0.913	Weak inhibitor	0.8076	Non-inhibitor	DB01744
1485	0.742	True	0.5658	True	0.8377	False	0.8694	Substrate	0.5694	Non-inhibitor	0.5321	Non-inhibitor	0.653	Non-inhibitor	0.5986	Non-substrate	0.8088	Non-substrate	0.5446	Non-substrate	0.8571	Non-inhibitor	0.7046	Non-inhibitor	0.891	Non-inhibitor	0.7155	Non-inhibitor	0.6663	Non-inhibitor	0.8726	Low CYP Inhibitory Promiscuity	0.6297	Non AMES toxic	0.835	Non-carcinogens	0.982	Not ready biodegradable	0.9405	Weak inhibitor	0.5999	Inhibitor	DB01745
1486	0.9785	True	0.6686	True	0.8958	False	0.6833	Non-substrate	0.9767	Non-inhibitor	0.9875	Non-inhibitor	0.9617	Non-inhibitor	0.8483	Non-substrate	0.7693	Non-substrate	0.7389	Non-substrate	0.9045	Non-inhibitor	0.9543	Non-inhibitor	0.9336	Non-inhibitor	0.9608	Non-inhibitor	0.9558	Non-inhibitor	0.991	Low CYP Inhibitory Promiscuity	0.8892	Non AMES toxic	0.7139	Non-carcinogens	0.7417	Ready biodegradable	0.9929	Weak inhibitor	0.976	Non-inhibitor	DB01746
1487	0.6193	False	0.9476	False	0.6676	False	0.7116	Substrate	0.5994	Non-inhibitor	0.9636	Non-inhibitor	0.9566	Non-inhibitor	0.8586	Non-substrate	0.819	Non-substrate	0.6161	Substrate	0.8015	Non-inhibitor	0.7708	Non-inhibitor	0.8852	Non-inhibitor	0.7535	Non-inhibitor	0.8002	Non-inhibitor	0.9738	Low CYP Inhibitory Promiscuity	0.5738	Non AMES toxic	0.8901	Non-carcinogens	0.8175	Not ready biodegradable	0.9381	Weak inhibitor	0.8791	Non-inhibitor	DB01747
1488	0.9951	True	0.9812	True	0.6178	False	0.8313	Non-substrate	0.943	Non-inhibitor	0.7501	Non-inhibitor	0.8551	Non-inhibitor	0.7238	Non-substrate	0.8596	Non-substrate	0.7376	Non-substrate	0.9298	Non-inhibitor	0.7835	Non-inhibitor	0.9475	Non-inhibitor	0.9193	Non-inhibitor	0.8711	Non-inhibitor	0.6001	Low CYP Inhibitory Promiscuity	0.8406	Non AMES toxic	0.7802	Non-carcinogens	0.9717	Not ready biodegradable	0.9903	Weak inhibitor	0.9222	Non-inhibitor	DB01748
1489	0.9878	True	0.9864	True	0.7296	True	0.6453	Non-substrate	0.8636	Non-inhibitor	0.8818	Non-inhibitor	0.7929	Non-inhibitor	0.8567	Non-substrate	0.8001	Non-substrate	0.6128	Non-substrate	0.838	Non-inhibitor	0.9524	Non-inhibitor	0.9634	Non-inhibitor	0.9174	Non-inhibitor	0.9916	Non-inhibitor	0.9724	Low CYP Inhibitory Promiscuity	0.8028	AMES toxic	0.5272	Carcinogens 	0.662	Ready biodegradable	0.8781	Weak inhibitor	0.9225	Non-inhibitor	DB01749
1490	0.9932	True	0.9524	True	0.8528	True	0.7164	Non-substrate	0.9272	Non-inhibitor	0.9621	Non-inhibitor	0.9033	Non-inhibitor	0.7762	Non-substrate	0.9272	Non-substrate	0.7625	Non-substrate	0.8636	Inhibitor	0.9729	Non-inhibitor	0.9392	Non-inhibitor	0.9576	Non-inhibitor	0.9677	Non-inhibitor	0.9407	Low CYP Inhibitory Promiscuity	0.7795	Non AMES toxic	0.7404	Non-carcinogens	0.6522	Not ready biodegradable	0.9474	Weak inhibitor	0.9353	Non-inhibitor	DB01750
1491	0.6831	True	0.7944	True	0.628	True	0.5904	Non-substrate	0.8432	Non-inhibitor	0.9274	Non-inhibitor	0.8986	Non-inhibitor	0.7944	Non-substrate	0.9201	Non-substrate	0.6595	Non-substrate	0.7505	Inhibitor	0.8948	Inhibitor	0.9333	Non-inhibitor	0.9026	Non-inhibitor	0.8679	Non-inhibitor	0.6166	Low CYP Inhibitory Promiscuity	0.9047	Non AMES toxic	0.8759	Non-carcinogens	0.975	Not ready biodegradable	0.939	Weak inhibitor	0.8942	Non-inhibitor	DB01751
1492	0.9626	True	0.6261	False	0.8056	False	0.6112	Substrate	0.9437	Non-inhibitor	0.9883	Non-inhibitor	0.9179	Non-inhibitor	0.8742	Non-substrate	0.8034	Non-substrate	0.5	Non-substrate	0.9028	Non-inhibitor	0.9086	Non-inhibitor	0.9295	Non-inhibitor	0.8862	Non-inhibitor	0.9017	Non-inhibitor	0.9323	Low CYP Inhibitory Promiscuity	0.6549	Non AMES toxic	0.9345	Non-carcinogens	0.9885	Not ready biodegradable	0.9744	Weak inhibitor	0.7908	Non-inhibitor	DB01752
1493	0.9811	False	0.7363	True	0.6871	False	0.5863	Substrate	0.8358	Non-inhibitor	0.8656	Non-inhibitor	0.9041	Non-inhibitor	0.7042	Non-substrate	0.8237	Non-substrate	0.5074	Substrate	0.7558	Non-inhibitor	0.8825	Non-inhibitor	0.8929	Non-inhibitor	0.8492	Non-inhibitor	0.9006	Non-inhibitor	0.9144	Low CYP Inhibitory Promiscuity	0.7732	Non AMES toxic	0.8881	Non-carcinogens	0.9962	Not ready biodegradable	0.9732	Weak inhibitor	0.6107	Non-inhibitor	DB01753
1494	0.9812	True	0.638	True	0.6424	True	0.6049	Non-substrate	0.9282	Non-inhibitor	0.9309	Non-inhibitor	0.8804	Non-inhibitor	0.722	Non-substrate	0.8287	Non-substrate	0.5446	Substrate	0.74	Inhibitor	0.954	Non-inhibitor	0.9382	Non-inhibitor	0.7832	Non-inhibitor	0.9135	Non-inhibitor	0.8126	Low CYP Inhibitory Promiscuity	0.6101	Non AMES toxic	0.9534	Non-carcinogens	0.8215	Not ready biodegradable	0.9891	Weak inhibitor	0.7071	Non-inhibitor	DB01754
1495	0.9948	True	0.5839	False	0.6549	False	0.5179	Non-substrate	0.8468	Non-inhibitor	0.9858	Non-inhibitor	0.9778	Non-inhibitor	0.8	Non-substrate	0.8102	Non-substrate	0.5579	Non-substrate	0.8186	Non-inhibitor	0.7868	Non-inhibitor	0.8577	Non-inhibitor	0.7904	Non-inhibitor	0.8616	Non-inhibitor	0.9596	Low CYP Inhibitory Promiscuity	0.6287	Non AMES toxic	0.6554	Non-carcinogens	0.9915	Not ready biodegradable	0.986	Weak inhibitor	0.7431	Non-inhibitor	DB01755
1496	0.9798	False	0.8794	True	0.782	False	0.6931	Non-substrate	0.9207	Non-inhibitor	0.9755	Non-inhibitor	0.9549	Non-inhibitor	0.8309	Non-substrate	0.848	Non-substrate	0.6411	Non-substrate	0.916	Non-inhibitor	0.9082	Non-inhibitor	0.9142	Non-inhibitor	0.9005	Non-inhibitor	0.945	Non-inhibitor	0.9867	Low CYP Inhibitory Promiscuity	0.855	Non AMES toxic	0.7714	Non-carcinogens	0.8123	Ready biodegradable	0.9785	Weak inhibitor	0.9001	Non-inhibitor	DB01756
1497	0.9138	True	0.7811	False	0.5568	False	0.6471	Non-substrate	0.9789	Non-inhibitor	0.9962	Non-inhibitor	0.922	Non-inhibitor	0.8536	Non-substrate	0.8758	Non-substrate	0.7515	Non-substrate	0.9044	Non-inhibitor	0.9099	Non-inhibitor	0.9465	Non-inhibitor	0.9455	Non-inhibitor	0.9077	Non-inhibitor	0.955	Low CYP Inhibitory Promiscuity	0.804	Non AMES toxic	0.9127	Non-carcinogens	0.9332	Not ready biodegradable	0.9657	Weak inhibitor	0.9459	Non-inhibitor	DB01758
1498	0.9242	True	0.7522	True	0.5329	False	0.6369	Non-substrate	0.8713	Non-inhibitor	0.8222	Non-inhibitor	0.8661	Non-inhibitor	0.8316	Non-substrate	0.8744	Non-substrate	0.7193	Non-substrate	0.9046	Non-inhibitor	0.907	Non-inhibitor	0.9557	Non-inhibitor	0.9025	Non-inhibitor	0.909	Non-inhibitor	0.7747	Low CYP Inhibitory Promiscuity	0.9016	AMES toxic	0.9206	Non-carcinogens	0.8904	Ready biodegradable	0.9443	Weak inhibitor	0.9539	Non-inhibitor	DB01759
1499	0.978	True	0.9797	True	0.693	True	0.6609	Non-substrate	0.9059	Non-inhibitor	0.9959	Non-inhibitor	0.9061	Non-inhibitor	0.812	Non-substrate	0.6356	Non-substrate	0.5182	Substrate	0.6298	Inhibitor	0.9728	Non-inhibitor	0.9687	Non-inhibitor	0.7471	Non-inhibitor	0.9116	Non-inhibitor	0.8052	Low CYP Inhibitory Promiscuity	0.773	Non AMES toxic	0.9563	Non-carcinogens	0.9767	Not ready biodegradable	0.9875	Weak inhibitor	0.9194	Non-inhibitor	DB01760
1500	1.0	True	0.8105	True	0.5338	False	0.7577	Substrate	0.5548	Non-inhibitor	0.5251	Non-inhibitor	0.5969	Inhibitor	0.8446	Non-substrate	0.7417	Non-substrate	0.5665	Substrate	0.7134	Inhibitor	0.7679	Non-inhibitor	0.7213	Non-inhibitor	0.5803	Non-inhibitor	0.7089	Non-inhibitor	0.634	High CYP Inhibitory Promiscuity	0.7497	Non AMES toxic	0.8818	Non-carcinogens	1.0	Not ready biodegradable	0.8668	Weak inhibitor	0.9294	Inhibitor	DB01761
1501	0.9817	True	0.9678	True	0.5194	False	0.7736	Non-substrate	0.9274	Non-inhibitor	0.9567	Non-inhibitor	0.9551	Non-inhibitor	0.8049	Non-substrate	0.9101	Non-substrate	0.7798	Non-substrate	0.9394	Non-inhibitor	0.9777	Non-inhibitor	0.9614	Non-inhibitor	0.9582	Non-inhibitor	0.9731	Non-inhibitor	0.9924	Low CYP Inhibitory Promiscuity	0.9424	Non AMES toxic	0.5436	Carcinogens 	0.9425	Ready biodegradable	0.9632	Weak inhibitor	0.9825	Non-inhibitor	DB01762
1502	0.9902	False	0.7837	True	0.6783	False	0.6895	Non-substrate	0.8862	Non-inhibitor	0.9917	Non-inhibitor	0.9317	Non-inhibitor	0.8008	Non-substrate	0.8178	Non-substrate	0.5461	Non-substrate	0.8273	Non-inhibitor	0.847	Non-inhibitor	0.9043	Non-inhibitor	0.8563	Non-inhibitor	0.8111	Non-inhibitor	0.9024	Low CYP Inhibitory Promiscuity	0.7156	Non AMES toxic	0.8415	Non-carcinogens	0.995	Not ready biodegradable	0.9738	Weak inhibitor	0.5554	Non-inhibitor	DB01763
1503	0.6544	True	0.9286	False	0.6574	False	0.7988	Substrate	0.6395	Non-inhibitor	0.9399	Non-inhibitor	0.9011	Non-inhibitor	0.7897	Non-substrate	0.9116	Non-substrate	0.5	Non-substrate	0.8118	Non-inhibitor	0.7261	Non-inhibitor	0.8606	Non-inhibitor	0.6834	Non-inhibitor	0.7363	Non-inhibitor	0.9392	Low CYP Inhibitory Promiscuity	0.6184	Non AMES toxic	0.6071	Non-carcinogens	0.6975	Not ready biodegradable	0.9396	Weak inhibitor	0.7254	Non-inhibitor	DB01764
1504	0.979	True	0.9139	True	0.7338	False	0.6897	Non-substrate	0.9576	Non-inhibitor	0.9562	Non-inhibitor	0.9066	Non-inhibitor	0.7899	Non-substrate	0.8019	Non-substrate	0.6542	Non-substrate	0.6095	Non-inhibitor	0.7034	Non-inhibitor	0.7606	Non-inhibitor	0.8307	Non-inhibitor	0.9514	Non-inhibitor	0.923	Low CYP Inhibitory Promiscuity	0.6873	Non AMES toxic	0.9019	Non-carcinogens	0.9285	Not ready biodegradable	0.9918	Weak inhibitor	0.9371	Non-inhibitor	DB01765
1505	0.9904	True	0.7409	True	0.7206	True	0.5982	Non-substrate	0.9737	Non-inhibitor	0.9791	Non-inhibitor	0.8986	Non-inhibitor	0.8309	Non-substrate	0.8062	Non-substrate	0.7628	Non-substrate	0.5386	Inhibitor	0.9631	Non-inhibitor	0.8926	Non-inhibitor	0.9499	Non-inhibitor	0.9041	Non-inhibitor	0.9521	Low CYP Inhibitory Promiscuity	0.8123	Non AMES toxic	0.8607	Non-carcinogens	0.7331	Not ready biodegradable	0.9786	Weak inhibitor	0.873	Non-inhibitor	DB01766
1506	0.9801	True	0.8749	True	0.8957	False	0.5473	Substrate	0.9076	Non-inhibitor	0.7125	Non-inhibitor	0.5325	Inhibitor	0.7882	Non-substrate	0.7383	Non-substrate	0.7391	Non-substrate	0.644	Inhibitor	0.6728	Non-inhibitor	0.6834	Non-inhibitor	0.6953	Non-inhibitor	0.6244	Inhibitor	0.5188	Low CYP Inhibitory Promiscuity	0.7735	Non AMES toxic	0.8974	Non-carcinogens	1.0	Not ready biodegradable	0.9842	Weak inhibitor	0.812	Non-inhibitor	DB01767
1507	0.6959	False	0.9827	False	0.8329	False	0.5341	Substrate	0.8513	Non-inhibitor	0.8845	Non-inhibitor	0.9691	Non-inhibitor	0.7707	Non-substrate	0.8569	Non-substrate	0.5116	Substrate	0.8912	Non-inhibitor	0.9226	Non-inhibitor	0.9525	Non-inhibitor	0.931	Non-inhibitor	0.9656	Non-inhibitor	0.877	Low CYP Inhibitory Promiscuity	0.6382	Non AMES toxic	0.9433	Non-carcinogens	0.9022	Not ready biodegradable	0.9942	Weak inhibitor	0.7899	Non-inhibitor	DB01768
1508	0.983	True	0.972	True	0.5763	False	0.5781	Non-substrate	0.8928	Non-inhibitor	0.6474	Non-inhibitor	0.5793	Non-inhibitor	0.7696	Non-substrate	0.7775	Non-substrate	0.5418	Non-substrate	0.7299	Inhibitor	0.5264	Inhibitor	0.6421	Non-inhibitor	0.7146	Inhibitor	0.5653	Non-inhibitor	0.8188	High CYP Inhibitory Promiscuity	0.6193	Non AMES toxic	0.8997	Non-carcinogens	1.0	Not ready biodegradable	0.9219	Weak inhibitor	0.5455	Inhibitor	DB01771
1509	0.9766	True	0.5778	False	0.6586	False	0.6482	Substrate	0.8044	Non-inhibitor	0.7456	Non-inhibitor	0.9198	Non-inhibitor	0.8301	Non-substrate	0.8224	Non-substrate	0.5425	Substrate	0.8571	Non-inhibitor	0.7907	Non-inhibitor	0.8925	Non-inhibitor	0.8513	Non-inhibitor	0.9283	Non-inhibitor	0.8289	Low CYP Inhibitory Promiscuity	0.6806	Non AMES toxic	0.8256	Non-carcinogens	1.0	Not ready biodegradable	0.9791	Weak inhibitor	0.7804	Inhibitor	DB01772
1510	0.9295	False	0.5588	True	0.6799	False	0.8715	Substrate	0.5466	Non-inhibitor	0.9544	Non-inhibitor	0.7983	Non-inhibitor	0.612	Non-substrate	0.8062	Non-substrate	0.5566	Substrate	0.8624	Non-inhibitor	0.668	Non-inhibitor	0.8409	Non-inhibitor	0.7008	Non-inhibitor	0.5646	Inhibitor	0.8128	Low CYP Inhibitory Promiscuity	0.6572	Non AMES toxic	0.8464	Non-carcinogens	0.9304	Not ready biodegradable	0.6535	Weak inhibitor	0.5304	Inhibitor	DB01773
1511	0.8973	False	0.7713	True	0.7464	False	0.6498	Non-substrate	0.8689	Non-inhibitor	0.9765	Non-inhibitor	0.9459	Non-inhibitor	0.842	Non-substrate	0.834	Non-substrate	0.5493	Non-substrate	0.8609	Non-inhibitor	0.9041	Non-inhibitor	0.8877	Non-inhibitor	0.8975	Non-inhibitor	0.7237	Non-inhibitor	0.871	Low CYP Inhibitory Promiscuity	0.8572	Non AMES toxic	0.9059	Non-carcinogens	0.9798	Not ready biodegradable	0.9601	Weak inhibitor	0.6225	Non-inhibitor	DB01774
1512	0.974	True	0.6935	True	0.728	False	0.7671	Non-substrate	0.9153	Non-inhibitor	0.867	Non-inhibitor	0.898	Non-inhibitor	0.8776	Non-substrate	0.8945	Non-substrate	0.7893	Non-substrate	0.8317	Non-inhibitor	0.927	Non-inhibitor	0.9599	Non-inhibitor	0.8785	Non-inhibitor	0.9576	Non-inhibitor	0.9198	Low CYP Inhibitory Promiscuity	0.6611	AMES toxic	0.6087	Non-carcinogens	0.8559	Ready biodegradable	0.9793	Weak inhibitor	0.9456	Non-inhibitor	DB01775
1513	0.996	True	0.8911	True	0.9256	True	0.7504	Non-substrate	0.9753	Non-inhibitor	0.991	Non-inhibitor	0.877	Non-inhibitor	0.7251	Non-substrate	0.8554	Non-substrate	0.7152	Non-substrate	0.5105	Inhibitor	0.9606	Non-inhibitor	0.9789	Non-inhibitor	0.9343	Non-inhibitor	0.9324	Non-inhibitor	0.887	Low CYP Inhibitory Promiscuity	0.9513	Non AMES toxic	0.735	Non-carcinogens	0.6121	Ready biodegradable	0.8281	Weak inhibitor	0.9609	Non-inhibitor	DB01776
1514	0.8721	True	0.8639	False	0.7111	False	0.8532	Substrate	0.5144	Inhibitor	0.9782	Non-inhibitor	0.9368	Non-inhibitor	0.7908	Non-substrate	0.7773	Non-substrate	0.6449	Substrate	0.8192	Non-inhibitor	0.8082	Non-inhibitor	0.822	Non-inhibitor	0.8088	Non-inhibitor	0.649	Non-inhibitor	0.9084	Low CYP Inhibitory Promiscuity	0.6691	Non AMES toxic	0.8197	Non-carcinogens	1.0	Not ready biodegradable	0.9147	Weak inhibitor	0.6358	Inhibitor	DB01777
1515	0.9947	True	0.9703	True	0.5134	True	0.6565	Non-substrate	0.9402	Non-inhibitor	0.9646	Non-inhibitor	0.8961	Non-inhibitor	0.8106	Non-substrate	0.8808	Non-substrate	0.6158	Non-substrate	0.9135	Non-inhibitor	0.9775	Non-inhibitor	0.9709	Non-inhibitor	0.9553	Non-inhibitor	0.9597	Non-inhibitor	1.0	Low CYP Inhibitory Promiscuity	0.6682	Non AMES toxic	0.9365	Non-carcinogens	0.861	Not ready biodegradable	0.939	Weak inhibitor	0.7899	Non-inhibitor	DB01778
1516	0.872	False	0.8821	True	0.731	False	0.7603	Non-substrate	0.8586	Non-inhibitor	0.9109	Non-inhibitor	0.905	Non-inhibitor	0.8203	Non-substrate	0.8409	Non-substrate	0.6486	Non-substrate	0.9102	Non-inhibitor	0.8902	Non-inhibitor	0.9214	Non-inhibitor	0.8692	Non-inhibitor	0.9549	Non-inhibitor	0.9313	Low CYP Inhibitory Promiscuity	0.8162	Non AMES toxic	0.6275	Non-carcinogens	0.6749	Not ready biodegradable	0.9236	Weak inhibitor	0.8898	Non-inhibitor	DB01779
